name,price,first_name,last_name,above_100
Susan Parker,7.389760853,Susan,Parker,
Laurie Harris,229.6976024,Laurie,Harris,229.6976024
Natalie Lawrence,86.76833663,Natalie,Lawrence,
Kara Hanson,275.4377145,Kara,Hanson,275.4377145
Joseph Walker,135.4741342,Joseph,Walker,135.4741342
Gregory Davis,155.6667394,Gregory,Davis,155.6667394
Paul Erickson,192.4996457,Paul,Erickson,192.4996457
Preston Holmes,36.86205402,Preston,Holmes,
Joy Buck,40.94451902,Joy,Buck,
Brian Sherman,279.4530254,Brian,Sherman,279.4530254
Brandon Davis,17.82461557,Brandon,Davis,
Patricia Hamilton,63.2328385,Patricia,Hamilton,
Shawn Garcia,227.491116,Shawn,Garcia,227.491116
William Stone,48.99103482,William,Stone,
Brian Cunningham,294.7646142,Brian,Cunningham,294.7646142
Shawn Norman,113.8520429,Shawn,Norman,113.8520429
Evan Ibarra,32.32820193,Evan,Ibarra,
Logan Porter,157.574472,Logan,Porter,157.574472
Kerry Gibson,216.9486908,Kerry,Gibson,216.9486908
Christine Parsons,232.117075,Christine,Parsons,232.117075
Erica Chung,204.1409177,Erica,Chung,204.1409177
Alan Collins,29.58632408,Alan,Collins,
John Robinson,60.37353075,John,Robinson,
Monique Santos,82.08256587,Monique,Santos,
Nicole Mason,190.2387349,Nicole,Mason,190.2387349
Michael Knight,238.7576833,Michael,Knight,238.7576833
John Bishop,18.29168554,John,Bishop,
Christopher Odom,282.9931871,Christopher,Odom,282.9931871
Michael Walker,149.8428493,Michael,Walker,149.8428493
Crystal Wall,187.5868027,Crystal,Wall,187.5868027
Christian Ramirez,258.4106206,Christian,Ramirez,258.4106206
Kevin Rowland,185.6410425,Kevin,Rowland,185.6410425
Candice Mcintosh,266.2706673,Candice,Mcintosh,266.2706673
Leslie Hoffman,282.0595113,Leslie,Hoffman,282.0595113
James Johnson,263.3739193,James,Johnson,263.3739193
Jennifer Shepherd,183.9723914,Jennifer,Shepherd,183.9723914
Susan Tucker,187.4994162,Susan,Tucker,187.4994162
Michele Harvey,271.0984188,Michele,Harvey,271.0984188
Teresa Collins,186.971541,Teresa,Collins,186.971541
Jonathan Leblanc,128.2066648,Jonathan,Leblanc,128.2066648
Stephanie Morgan,209.8417398,Stephanie,Morgan,209.8417398
Michael Duran,67.48301306,Michael,Duran,
Daniel Cannon,193.3728586,Daniel,Cannon,193.3728586
Kayla Butler,157.4052214,Kayla,Butler,157.4052214
Jimmy Harrell,162.6953645,Jimmy,Harrell,162.6953645
Jeffery Fuentes,32.984417,Jeffery,Fuentes,
Lucas Rivera,280.9708055,Lucas,Rivera,280.9708055
Mark Le,197.9575702,Mark,Le,197.9575702
Taylor Myers,92.37292177,Taylor,Myers,
Robert Berger,41.58251872,Robert,Berger,
Victor White,71.28349376,Victor,White,
Caroline Powell,59.57791041,Caroline,Powell,
Erica Austin,225.3624114,Erica,Austin,225.3624114
Douglas Henry,260.1867786,Douglas,Henry,260.1867786
Monica Miller,45.66425505,Monica,Miller,
Kimberly Martin,42.84980233,Kimberly,Martin,
Felicia Larson,184.2056338,Felicia,Larson,184.2056338
Cassandra Frazier,19.26672707,Cassandra,Frazier,
Heather Phelps,119.0145624,Heather,Phelps,119.0145624
John Hart,181.2802443,John,Hart,181.2802443
Meredith Moore,84.42598279,Meredith,Moore,
Isabel Pratt,24.78342559,Isabel,Pratt,
Misty Martin,269.9902036,Misty,Martin,269.9902036
Jessica Richards,64.72664573,Jessica,Richards,
Margaret Campbell,174.2986324,Margaret,Campbell,174.2986324
Michael Frazier,47.5799292,Michael,Frazier,
Michael Sharp,115.6658502,Michael,Sharp,115.6658502
Cindy Pena,152.2234362,Cindy,Pena,152.2234362
Jacob Dominguez,153.4779672,Jacob,Dominguez,153.4779672
Cody Scott,66.56588387,Cody,Scott,
Nicole Coffey,118.1952751,Nicole,Coffey,118.1952751
Crystal Snyder,155.4661092,Crystal,Snyder,155.4661092
Matthew Love,285.0975409,Matthew,Love,285.0975409
Marcus Ortega,188.1094588,Marcus,Ortega,188.1094588
Jason Jackson,99.20589923,Jason,Jackson,
Daniel Ramos,58.31985367,Daniel,Ramos,
Raymond Wilson,200.3855625,Raymond,Wilson,200.3855625
Lindsey Garcia,170.9951265,Lindsey,Garcia,170.9951265
Donna Orr,40.46338096,Donna,Orr,
Wendy Horn,5.929938406,Wendy,Horn,
Mario Mclaughlin,90.33380664,Mario,Mclaughlin,
Benjamin Barron,20.67124478,Benjamin,Barron,
Mark Moss,33.79532722,Mark,Moss,
Travis Garza,82.87258331,Travis,Garza,
George Lopez,.942247688,George,Lopez,
Gabriel Barnes,69.59826205,Gabriel,Barnes,
Daniel Johnson,214.52403,Daniel,Johnson,214.52403
Mitchell Davis,158.7827112,Mitchell,Davis,158.7827112
Mark White,56.21176867,Mark,White,
Michael Foster,115.2422325,Michael,Foster,115.2422325
Pamela Solis,66.64708198,Pamela,Solis,
Maxwell Frost,.006023502,Maxwell,Frost,
Chad Jones,67.87794806,Chad,Jones,
Don Mcdaniel,228.5918739,Don,Mcdaniel,228.5918739
Lisa Morrison,73.99054689,Lisa,Morrison,
Jeffrey Clark,239.4386554,Jeffrey,Clark,239.4386554
Melissa Santiago,128.2616391,Melissa,Santiago,128.2616391
Jason Adams,21.57128968,Jason,Adams,
Wendy Myers,263.6809245,Wendy,Myers,263.6809245
Norman Wade,99.62709317,Norman,Wade,
Roberto Brown,215.0393467,Roberto,Brown,215.0393467
Casey Wright,280.2032307,Casey,Wright,280.2032307
Juan Rivera,91.13816713,Juan,Rivera,
Terry Gallegos,268.5844733,Terry,Gallegos,268.5844733
Timothy Jones,153.2228831,Timothy,Jones,153.2228831
Sarah Crawford,230.5178921,Sarah,Crawford,230.5178921
Christopher Hammond,263.0958332,Christopher,Hammond,263.0958332
Ashley Cantu,285.4035791,Ashley,Cantu,285.4035791
Mathew Harris,46.60501825,Mathew,Harris,
David Williams,193.4019531,David,Williams,193.4019531
Catherine Novak,184.8954159,Catherine,Novak,184.8954159
Jonathan Cobb,42.21066367,Jonathan,Cobb,
Elizabeth Alexander,98.44514553,Elizabeth,Alexander,
Michelle Fisher,77.16597054,Michelle,Fisher,
David Griffith,180.0253758,David,Griffith,180.0253758
Suzanne Murray,178.4727015,Suzanne,Murray,178.4727015
Antonio Beasley,28.09527269,Antonio,Beasley,
Terry Hobbs,216.5892977,Terry,Hobbs,216.5892977
Kathleen Chan,211.1899937,Kathleen,Chan,211.1899937
Audrey Adkins,285.6616197,Audrey,Adkins,285.6616197
Jonathan Patel,148.8803996,Jonathan,Patel,148.8803996
Micheal Baker,134.5542406,Micheal,Baker,134.5542406
Brandon Stein,164.6600325,Brandon,Stein,164.6600325
Annette Douglas,10.02846956,Annette,Douglas,
Jeffery Webb,269.1493543,Jeffery,Webb,269.1493543
Michael Miller,200.0992596,Michael,Miller,200.0992596
Cassandra Mcintyre,127.0227848,Cassandra,Mcintyre,127.0227848
Brittany Allen,215.7370745,Brittany,Allen,215.7370745
Erin Robinson,79.41903827,Erin,Robinson,
Anthony Sims,77.62412955,Anthony,Sims,
Craig Jones,51.50213971,Craig,Jones,
Annette Peterson,228.6450015,Annette,Peterson,228.6450015
Victor Reed,45.41500465,Victor,Reed,
Nathan Love,84.66811649,Nathan,Love,
William Chavez,17.55060564,William,Chavez,
Patrick Kennedy,203.3891368,Patrick,Kennedy,203.3891368
Andrea Jones,246.2089544,Andrea,Jones,246.2089544
Michele Mathews,59.39395122,Michele,Mathews,
Yolanda Romero,155.2585808,Yolanda,Romero,155.2585808
Abigail Beck,26.82615918,Abigail,Beck,
Christopher Hughes,261.934458,Christopher,Hughes,261.934458
Kristina Gutierrez,293.9955524,Kristina,Gutierrez,293.9955524
Cristina Cervantes,145.7719613,Cristina,Cervantes,145.7719613
Victor Johnson,32.81941552,Victor,Johnson,
Lauren Page,111.9234731,Lauren,Page,111.9234731
Charles Orozco,65.25318711,Charles,Orozco,
Andrea Bowen,30.27521428,Andrea,Bowen,
Caleb Smith,213.5434658,Caleb,Smith,213.5434658
Christine Bradford,291.8448556,Christine,Bradford,291.8448556
Pamela Lee,128.3788861,Pamela,Lee,128.3788861
Ronald Steele,287.8604109,Ronald,Steele,287.8604109
Tami Lynch,123.3850543,Tami,Lynch,123.3850543
Thomas Glenn,124.1799535,Thomas,Glenn,124.1799535
Melinda Aguilar,267.4989809,Melinda,Aguilar,267.4989809
Martin Harris,1.752357195,Martin,Harris,
Karen Hunter,139.0751757,Karen,Hunter,139.0751757
Donald Leon,66.84670418,Donald,Leon,
Frances Lewis,5.522938102,Frances,Lewis,
Cesar Jackson,182.3282967,Cesar,Jackson,182.3282967
Carla Green,69.4092923,Carla,Green,
Angela Le,167.3410828,Angela,Le,167.3410828
Maria Bryant,66.38307671,Maria,Bryant,
David Cisneros,67.6363251,David,Cisneros,
Amanda Henderson,6.139394348,Amanda,Henderson,
Anthony Choi,299.6261389,Anthony,Choi,299.6261389
Ricardo Barnes,68.20083729,Ricardo,Barnes,
Ashley Davis,125.0057838,Ashley,Davis,125.0057838
Patricia Maxwell,254.0100376,Patricia,Maxwell,254.0100376
Michael Miller,52.69843399,Michael,Miller,
Carla Carter,191.6978083,Carla,Carter,191.6978083
Rachael Oliver,268.245856,Rachael,Oliver,268.245856
Donald Gardner,70.51295454,Donald,Gardner,
Brad Garcia,227.6456093,Brad,Garcia,227.6456093
Megan Smith,5.820828256,Megan,Smith,
Anthony Torres,214.6144194,Anthony,Torres,214.6144194
Karen Smith,201.4517221,Karen,Smith,201.4517221
Teresa Robinson,68.36915651,Teresa,Robinson,
Gregory Morris,58.53092312,Gregory,Morris,
Lisa Holmes,17.99530629,Lisa,Holmes,
Lisa Navarro,97.51500773,Lisa,Navarro,
Sabrina Michael,243.4277732,Sabrina,Michael,243.4277732
Susan Matthews,200.4123061,Susan,Matthews,200.4123061
John Kim,51.5370261,John,Kim,
Sara Sutton,189.5221667,Sara,Sutton,189.5221667
Jeremy Glover,278.9105668,Jeremy,Glover,278.9105668
William Carter,23.2168065,William,Carter,
Krystal Cortez,56.11154916,Krystal,Cortez,
Spencer Mccarthy,279.59954,Spencer,Mccarthy,279.59954
Troy Gardner,104.5532918,Troy,Gardner,104.5532918
Peter Flores,74.41065758,Peter,Flores,
Angela Shelton,146.4098961,Angela,Shelton,146.4098961
John Burgess,108.6373043,John,Burgess,108.6373043
Aaron Cook,184.4642876,Aaron,Cook,184.4642876
Lisa Dennis,211.3784263,Lisa,Dennis,211.3784263
Brenda Navarro,298.8288141,Brenda,Navarro,298.8288141
Kayla Hall,9.281220883,Kayla,Hall,
Katelyn Conner,40.76078965,Katelyn,Conner,
Alexandra Bell,143.3930959,Alexandra,Bell,143.3930959
Ann Wilson,225.5158007,Ann,Wilson,225.5158007
Colleen Snow,263.6734719,Colleen,Snow,263.6734719
Lisa Pham,189.8902208,Lisa,Pham,189.8902208
Scott Taylor,247.3829686,Scott,Taylor,247.3829686
Donald Wood,210.8807336,Donald,Wood,210.8807336
Dawn Salas,143.5431985,Dawn,Salas,143.5431985
Aimee Wilson,130.9109037,Aimee,Wilson,130.9109037
Dana Reyes,163.0410422,Dana,Reyes,163.0410422
Zoe Robinson,154.7020471,Zoe,Robinson,154.7020471
Bradley Ryan,5.450063924,Bradley,Ryan,
Katherine Hopkins,82.65015724,Katherine,Hopkins,
Brandon Cervantes,288.2269863,Brandon,Cervantes,288.2269863
Lisa French,178.2685547,Lisa,French,178.2685547
Justin Johnson,29.62228179,Justin,Johnson,
Amanda Johns,126.1294179,Amanda,Johns,126.1294179
Ryan Shea,97.27702498,Ryan,Shea,
Kyle Hart,189.1208858,Kyle,Hart,189.1208858
Kari Jones,155.7406302,Kari,Jones,155.7406302
Matthew White,264.0155109,Matthew,White,264.0155109
Leah King,26.05865282,Leah,King,
Katherine Bowers,102.6925911,Katherine,Bowers,102.6925911
Emily Gonzalez,115.5333546,Emily,Gonzalez,115.5333546
Dylan Williamson,192.1510027,Dylan,Williamson,192.1510027
Matthew Jordan,231.3469853,Matthew,Jordan,231.3469853
Corey Williams,282.7309243,Corey,Williams,282.7309243
Deanna Braun,99.44804527,Deanna,Braun,
Thomas Harrell,184.4071906,Thomas,Harrell,184.4071906
Ronald Schmidt,88.63393734,Ronald,Schmidt,
Thomas Johnson,113.6281602,Thomas,Johnson,113.6281602
Angela Lopez,6.367848541,Angela,Lopez,
Tina Moore,25.28908649,Tina,Moore,
Ashley Scott,30.48874849,Ashley,Scott,
Michelle Higgins,142.4860124,Michelle,Higgins,142.4860124
Cynthia Buck,280.1626254,Cynthia,Buck,280.1626254
Sandra Baker,169.9576392,Sandra,Baker,169.9576392
Amanda Rivers,45.07753957,Amanda,Rivers,
Amy Cameron,240.8597059,Amy,Cameron,240.8597059
John Wood,172.4028299,John,Wood,172.4028299
Robert Gonzalez,116.3387688,Robert,Gonzalez,116.3387688
Kevin White,122.7698804,Kevin,White,122.7698804
Douglas Martinez,68.86292703,Douglas,Martinez,
Cynthia Wright,212.2051744,Cynthia,Wright,212.2051744
Mike Burton,156.6284971,Mike,Burton,156.6284971
Kelly Suarez,103.3521319,Kelly,Suarez,103.3521319
Carla Anderson,176.7812897,Carla,Anderson,176.7812897
Crystal Ewing,76.54600803,Crystal,Ewing,
Rebekah Brown,248.6881708,Rebekah,Brown,248.6881708
David Love,214.9826231,David,Love,214.9826231
Katie Beltran,58.33327125,Katie,Beltran,
Charles Collins,82.98169237,Charles,Collins,
Timothy Long,57.81080932,Timothy,Long,
Kyle Castro,257.8598271,Kyle,Castro,257.8598271
Charles Atkinson,201.2519498,Charles,Atkinson,201.2519498
Gregg Robles,243.9415433,Gregg,Robles,243.9415433
Joseph Dodson,231.7140953,Joseph,Dodson,231.7140953
Richard Morris,205.6853551,Richard,Morris,205.6853551
Joshua Jones,51.99516227,Joshua,Jones,
Kathryn Ray,297.680077,Kathryn,Ray,297.680077
David Barber,265.7787889,David,Barber,265.7787889
Ashley Montgomery,91.98527468,Ashley,Montgomery,
Erin Torres,162.2600567,Erin,Torres,162.2600567
Theodore Perry,54.28283978,Theodore,Perry,
Christopher Dixon,151.5542565,Christopher,Dixon,151.5542565
Michael Lee,222.5983255,Michael,Lee,222.5983255
Brittany Brandt,48.31482285,Brittany,Brandt,
Rebecca Pena,40.5042865,Rebecca,Pena,
Harold Harris,30.28051132,Harold,Harris,
Alan Smith,136.7173873,Alan,Smith,136.7173873
Lynn Petersen,119.288704,Lynn,Petersen,119.288704
Alex Williams,125.2351462,Alex,Williams,125.2351462
Maria Johnson,140.6180002,Maria,Johnson,140.6180002
Teresa Ramirez,68.89411817,Teresa,Ramirez,
Jessica Williams,211.2927337,Jessica,Williams,211.2927337
Eric Stokes,141.4352496,Eric,Stokes,141.4352496
Sarah Young,165.8898062,Sarah,Young,165.8898062
Nicholas Hinton,175.5324232,Nicholas,Hinton,175.5324232
David Merritt,22.80591247,David,Merritt,
Brandy Murray,118.5845901,Brandy,Murray,118.5845901
Melissa Lewis,263.6012569,Melissa,Lewis,263.6012569
Adam Johnson,229.0701726,Adam,Johnson,229.0701726
Austin Roberts,40.1212007,Austin,Roberts,
Ashley Smith,115.872854,Ashley,Smith,115.872854
Kimberly Wheeler,286.1048132,Kimberly,Wheeler,286.1048132
Sherry Coffey,136.3706913,Sherry,Coffey,136.3706913
Gabriel Luna,218.2138474,Gabriel,Luna,218.2138474
Pedro Warren,264.3412226,Pedro,Warren,264.3412226
Shannon Hill,105.9989784,Shannon,Hill,105.9989784
Sydney Michael,207.9367705,Sydney,Michael,207.9367705
Michael Jordan,29.86397986,Michael,Jordan,
Douglas Taylor,131.1591051,Douglas,Taylor,131.1591051
John French,76.02496714,John,French,
Thomas Mueller,172.5074853,Thomas,Mueller,172.5074853
Gina George,297.4892429,Gina,George,297.4892429
Terri Solis,198.9565116,Terri,Solis,198.9565116
Pamela Brown,157.6790093,Pamela,Brown,157.6790093
Stacy Hunter,1.245616373,Stacy,Hunter,
Tracy Potter,200.4398125,Tracy,Potter,200.4398125
Melissa Clark,169.3693556,Melissa,Clark,169.3693556
Melanie Wood,220.5903602,Melanie,Wood,220.5903602
Alexander Cook,50.63488972,Alexander,Cook,
Susan Mitchell,23.27699619,Susan,Mitchell,
Lisa Johnson,185.2114604,Lisa,Johnson,185.2114604
Paul Bender,194.7100905,Paul,Bender,194.7100905
Jennifer Chase,131.0536279,Jennifer,Chase,131.0536279
Jennifer Bridges,115.2349524,Jennifer,Bridges,115.2349524
George Mejia,272.4807622,George,Mejia,272.4807622
Amanda Baker,19.97575403,Amanda,Baker,
Chad Lowery,298.9512803,Chad,Lowery,298.9512803
Jordan Barnes,274.3749866,Jordan,Barnes,274.3749866
Dawn Williams,170.5174558,Dawn,Williams,170.5174558
Patrick Bryant,41.91691624,Patrick,Bryant,
Erin Montes,58.17898989,Erin,Montes,
Jerry Torres,73.79346394,Jerry,Torres,
Terry Bell,139.347076,Terry,Bell,139.347076
Walter Heath,131.364057,Walter,Heath,131.364057
Paul Valenzuela,155.3213236,Paul,Valenzuela,155.3213236
Leslie Potter,224.4556811,Leslie,Potter,224.4556811
Robin French,213.5922722,Robin,French,213.5922722
Catherine Garcia,229.7484109,Catherine,Garcia,229.7484109
Todd Nicholson,109.7546872,Todd,Nicholson,109.7546872
Courtney Allen,223.172591,Courtney,Allen,223.172591
Dominique Brandt,269.0156148,Dominique,Brandt,269.0156148
Leslie Bates,88.37541932,Leslie,Bates,
Kathleen Hood,123.2716562,Kathleen,Hood,123.2716562
Jacob Williams,13.87386866,Jacob,Williams,
Mary Mcintosh,164.9985798,Mary,Mcintosh,164.9985798
Christine Franco,145.3713441,Christine,Franco,145.3713441
Zachary Hartman,293.8194973,Zachary,Hartman,293.8194973
Angela Brown,180.6236926,Angela,Brown,180.6236926
David Drake,190.8301029,David,Drake,190.8301029
Sarah Roberts,155.4786639,Sarah,Roberts,155.4786639
Victoria Harmon,177.2915327,Victoria,Harmon,177.2915327
Lisa Whitehead,73.77932541,Lisa,Whitehead,
Chad Barton,261.4782044,Chad,Barton,261.4782044
Michael Mitchell,.776393292,Michael,Mitchell,
Robert Randall,29.10321786,Robert,Randall,
Bradley Martin,267.5114108,Bradley,Martin,267.5114108
Joshua Burton,198.0253385,Joshua,Burton,198.0253385
Monica Simpson,85.30746482,Monica,Simpson,
Rebecca Cummings,172.9983509,Rebecca,Cummings,172.9983509
Jennifer Roman,179.4036754,Jennifer,Roman,179.4036754
Rebecca Allen,283.0553776,Rebecca,Allen,283.0553776
Samantha Scott,82.19310325,Samantha,Scott,
Donna Villegas,206.4702019,Donna,Villegas,206.4702019
Christopher Garcia,11.89135836,Christopher,Garcia,
Nathan Rice,286.493476,Nathan,Rice,286.493476
Robert Calhoun,249.4868453,Robert,Calhoun,249.4868453
Rachel Rodgers,216.0408353,Rachel,Rodgers,216.0408353
Richard Nelson,240.7594341,Richard,Nelson,240.7594341
Christopher Roberts,245.3514521,Christopher,Roberts,245.3514521
Morgan Rodriguez,32.27670638,Morgan,Rodriguez,
Zachary Randolph,225.7887555,Zachary,Randolph,225.7887555
Eric Contreras,288.3745891,Eric,Contreras,288.3745891
Kristi Rhodes,119.3859289,Kristi,Rhodes,119.3859289
Kristina Frey,80.25651015,Kristina,Frey,
Sherry Nixon,287.3655167,Sherry,Nixon,287.3655167
Natasha Davidson,246.8218988,Natasha,Davidson,246.8218988
William Miller,269.679928,William,Miller,269.679928
Christopher Sellers,94.86648822,Christopher,Sellers,
Michael Graham,48.7610982,Michael,Graham,
Margaret Johns,161.6038394,Margaret,Johns,161.6038394
Jody Salinas,180.1989761,Jody,Salinas,180.1989761
Zachary Elliott,159.6862194,Zachary,Elliott,159.6862194
Jeremy Peters,110.9582328,Jeremy,Peters,110.9582328
Brian Diaz,30.15574115,Brian,Diaz,
Elizabeth Gallegos,31.9080664,Elizabeth,Gallegos,
Brian Gibson,75.94251268,Brian,Gibson,
Cathy Baker,147.1006139,Cathy,Baker,147.1006139
Lisa Smith,236.5908451,Lisa,Smith,236.5908451
Mitchell Campbell,180.9556864,Mitchell,Campbell,180.9556864
Ryan Powers,216.6528185,Ryan,Powers,216.6528185
Andrea Moore,38.16221484,Andrea,Moore,
Zachary Wilson,276.3569897,Zachary,Wilson,276.3569897
Ryan French,62.5865192,Ryan,French,
Wesley Russell,278.6145834,Wesley,Russell,278.6145834
Gary Lopez,46.32122583,Gary,Lopez,
Matthew Baker,137.388376,Matthew,Baker,137.388376
Ronnie Chavez,184.4054399,Ronnie,Chavez,184.4054399
Travis Mercer,112.4718597,Travis,Mercer,112.4718597
Lee Yang,255.9833911,Lee,Yang,255.9833911
Felicia King,57.69285928,Felicia,King,
Catherine Smith,140.357616,Catherine,Smith,140.357616
Ronald Villegas,224.9293361,Ronald,Villegas,224.9293361
Sarah Dennis,244.4096272,Sarah,Dennis,244.4096272
Crystal Blair,242.319202,Crystal,Blair,242.319202
Robert Lynch,115.5117245,Robert,Lynch,115.5117245
Emily Tucker,51.35281128,Emily,Tucker,
Darrell Holloway,217.8399207,Darrell,Holloway,217.8399207
Ashley Kent,82.97497851,Ashley,Kent,
Stephanie Peterson,185.2136091,Stephanie,Peterson,185.2136091
Keith Lopez,185.5249,Keith,Lopez,185.5249
Sydney Harris,40.63858373,Sydney,Harris,
Sarah Alexander,69.9170082,Sarah,Alexander,
Stephanie Scott,21.33834022,Stephanie,Scott,
John Armstrong,31.11673603,John,Armstrong,
Miguel Gibbs,65.99821493,Miguel,Gibbs,
Amber Hudson,236.807284,Amber,Hudson,236.807284
Kimberly Burgess,65.40108642,Kimberly,Burgess,
Steve Holloway,231.4019805,Steve,Holloway,231.4019805
Clayton Santana,260.9855337,Clayton,Santana,260.9855337
Christopher Henson,210.3469533,Christopher,Henson,210.3469533
Dr. Steven Barnes,28.35577086,Dr.,Steven Barnes,
Nicole Ray,282.6651827,Nicole,Ray,282.6651827
Regina Lee,152.2753185,Regina,Lee,152.2753185
Taylor Foster,77.92214881,Taylor,Foster,
Natasha Ali,244.8883729,Natasha,Ali,244.8883729
Nicole Lawson,93.91949481,Nicole,Lawson,
Diana Hood,239.9439808,Diana,Hood,239.9439808
Pamela Allison,247.7775261,Pamela,Allison,247.7775261
Bradley Evans,174.7647044,Bradley,Evans,174.7647044
Darius Lindsey,11.404432,Darius,Lindsey,
Carolyn Miller,10.19107213,Carolyn,Miller,
Amanda Ramos,29.46384147,Amanda,Ramos,
Michael Ramirez,102.7129163,Michael,Ramirez,102.7129163
Robert Moore,147.9886361,Robert,Moore,147.9886361
Toni Baker,263.9045078,Toni,Baker,263.9045078
Miranda Terry,123.1922823,Miranda,Terry,123.1922823
Jenna Richardson,218.69238,Jenna,Richardson,218.69238
Danielle Buchanan,12.44346621,Danielle,Buchanan,
Rebecca Allen,76.27399989,Rebecca,Allen,
Haley Sanchez,230.6731978,Haley,Sanchez,230.6731978
Jennifer Burns,86.31865685,Jennifer,Burns,
Melissa Smith,107.0938677,Melissa,Smith,107.0938677
Kevin Brady,288.6177533,Kevin,Brady,288.6177533
David Stanley,57.61368388,David,Stanley,
Sarah Perez,262.0976711,Sarah,Perez,262.0976711
Ellen Roberts,165.6137192,Ellen,Roberts,165.6137192
Daniel Jackson,30.26122058,Daniel,Jackson,
Mary Fisher,298.7662435,Mary,Fisher,298.7662435
Timothy Cooper,42.23994953,Timothy,Cooper,
